+-------------+------------+--------------+-------------+-----------+------------+-------------+----------+-----------+
| orderNumber | orderDate  | requiredDate | shippedDate | status    | customerID | productCode | quantity | priceeach |
|       10263 | 2004-06-28 | 2004-07-04   | 2004-07-02  | Shipped   |        175 | S18_2581    |       33 |     67580 |
|       10263 | 2004-06-28 | 2004-07-04   | 2004-07-02  | Shipped   |        175 | S18_2625    |       34 |     50270 |
|       10263 | 2004-06-28 | 2004-07-04   | 2004-07-02  | Shipped   |        175 | S24_1578    |       42 |    109320 |
|       10263 | 2004-06-28 | 2004-07-04   | 2004-07-02  | Shipped   |        175 | S24_2000    |       37 |     67030 |
|       10263 | 2004-06-28 | 2004-07-04   | 2004-07-02  | Shipped   |        175 | S24_4278    |       24 |     59410 |
|       10263 | 2004-06-28 | 2004-07-04   | 2004-07-02  | Shipped   |        175 | S32_1374    |       31 |     93900 |
|       10263 | 2004-06-28 | 2004-07-04   | 2004-07-02  | Shipped   |        175 | S700_2834   |       47 |    117460 |
|       10264 | 2004-06-30 | 2004-07-06   | 2004-07-01  | Shipped   |        362 | S18_3782    |       48 |     58440 |
|       10264 | 2004-06-30 | 2004-07-06   | 2004-07-01  | Shipped   |        362 | S18_4721    |       20 |    124990 |
|       10264 | 2004-06-30 | 2004-07-06   | 2004-07-01  | Shipped   |        362 | S24_2360    |       37 |     61640 |
|       10264 | 2004-06-30 | 2004-07-06   | 2004-07-01  | Shipped   |        362 | S24_4620    |       47 |     75180 |
|       10264 | 2004-06-30 | 2004-07-06   | 2004-07-01  | Shipped   |        362 | S32_2206    |       20 |     39020 |
|       10264 | 2004-06-30 | 2004-07-06   | 2004-07-01  | Shipped   |        362 | S32_4485    |       34 |    100010 |
|       10264 | 2004-06-30 | 2004-07-06   | 2004-07-01  | Shipped   |        362 | S50_4713    |       47 |     67530 |
+-------------+------------+--------------+-------------+-----------+------------+-------------+----------+-----------+ 
