+-------------+------------+--------------+-------------+---------+------------+-------------+----------+-----------+
| orderNumber | orderDate  | requiredDate | shippedDate | status  | customerID | productCode | quantity | priceeach |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S700_1138   |       38 |     56670 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S50_1514    |       30 |     57990 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S24_3151    |       20 |     80540 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S24_2011    |       35 |    122890 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S18_4522    |       45 |     72850 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S18_3259    |       48 |     96810 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S18_3140    |       24 |    117470 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S12_3891    |       20 |    152260 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S12_3148    |       26 |    128420 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S12_1108    |       46 |    176630 |
+-------------+------------+--------------+-------------+---------+------------+-------------+----------+-----------+ 
